,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
93753,87905,Female,Loyal Customer,41,Business travel,Business,270,0,0,0,4,3,5,4,4,4,4,4,4,4,4,27,27,satisfied
93754,10733,Female,Loyal Customer,42,Business travel,Eco,224,4,3,3,3,1,2,2,3,3,4,3,1,3,2,53,42,neutral or dissatisfied
93755,95495,Female,Loyal Customer,52,Business travel,Business,3756,5,5,2,5,3,5,4,5,5,5,5,4,5,4,0,0,satisfied
93756,19217,Female,Loyal Customer,31,Business travel,Eco,459,2,1,5,1,2,2,2,2,3,4,3,3,4,2,0,0,neutral or dissatisfied
93757,90686,Male,Loyal Customer,17,Business travel,Business,366,2,4,4,4,2,2,2,2,1,1,4,1,3,2,56,48,neutral or dissatisfied
93758,99373,Male,disloyal Customer,25,Business travel,Business,337,2,0,2,2,3,2,3,3,3,5,5,4,5,3,64,55,neutral or dissatisfied
93759,90548,Male,disloyal Customer,37,Business travel,Business,444,3,3,3,1,4,3,4,4,3,2,4,5,5,4,2,0,neutral or dissatisfied
93760,78447,Female,Loyal Customer,47,Business travel,Business,2953,2,2,2,2,3,5,4,4,4,4,4,4,4,4,0,0,satisfied
93761,119432,Female,Loyal Customer,19,Personal Travel,Eco,399,2,4,2,1,3,2,3,3,5,5,4,5,4,3,0,0,neutral or dissatisfied
93762,119222,Male,Loyal Customer,21,Personal Travel,Eco,257,4,3,4,3,4,4,4,4,3,3,1,4,2,4,0,0,neutral or dissatisfied
93763,15235,Male,Loyal Customer,46,Business travel,Eco,416,2,4,4,4,2,2,2,2,2,1,4,3,4,2,0,22,neutral or dissatisfied
93764,26905,Male,Loyal Customer,32,Business travel,Eco,1874,4,5,5,5,4,4,4,4,5,2,5,2,1,4,0,0,satisfied
93765,33119,Male,Loyal Customer,44,Personal Travel,Eco,102,3,1,3,2,3,3,2,3,3,4,3,4,3,3,3,0,neutral or dissatisfied
93766,51449,Female,Loyal Customer,15,Personal Travel,Eco Plus,308,1,5,1,5,3,1,3,3,4,5,5,5,5,3,0,0,neutral or dissatisfied
93767,55939,Male,Loyal Customer,11,Personal Travel,Eco Plus,733,4,4,4,2,3,4,3,3,1,3,5,5,1,3,39,34,neutral or dissatisfied
93768,81205,Male,disloyal Customer,22,Business travel,Eco,1426,4,4,4,1,2,4,2,2,5,3,5,3,4,2,13,0,satisfied
93769,64565,Female,Loyal Customer,27,Business travel,Business,1763,1,1,3,1,3,3,3,3,3,3,4,5,4,3,0,0,satisfied
93770,71219,Male,Loyal Customer,39,Business travel,Business,2588,1,1,1,1,3,5,5,4,4,4,4,4,4,5,0,0,satisfied
93771,14289,Male,disloyal Customer,23,Business travel,Eco,395,0,4,1,4,5,1,5,5,4,3,5,3,4,5,0,0,satisfied
93772,4829,Female,disloyal Customer,40,Business travel,Business,408,3,3,3,4,1,3,1,1,1,5,3,4,4,1,0,1,neutral or dissatisfied
93773,21584,Male,Loyal Customer,25,Personal Travel,Eco Plus,399,2,5,2,2,5,2,5,5,5,5,4,5,4,5,0,0,neutral or dissatisfied
93774,69526,Male,Loyal Customer,47,Business travel,Business,2586,4,4,4,4,4,4,4,3,5,4,4,4,3,4,0,0,satisfied
93775,5434,Female,disloyal Customer,24,Business travel,Eco,265,3,2,3,3,3,3,3,3,3,1,4,1,3,3,0,0,neutral or dissatisfied
93776,34120,Male,disloyal Customer,48,Business travel,Eco,1046,5,5,5,1,2,5,2,2,4,3,2,1,3,2,0,0,satisfied
93777,51229,Female,disloyal Customer,32,Business travel,Eco Plus,193,2,2,2,1,2,2,3,2,3,2,3,4,2,2,0,0,neutral or dissatisfied
93778,96155,Male,Loyal Customer,48,Business travel,Business,460,2,2,2,2,5,5,4,3,3,4,3,4,3,5,7,4,satisfied
93779,106466,Female,disloyal Customer,23,Business travel,Eco,1300,2,1,1,4,2,2,4,2,3,2,4,3,5,2,6,0,neutral or dissatisfied
93780,109735,Female,Loyal Customer,7,Personal Travel,Eco,680,3,4,3,1,4,3,4,4,3,4,5,3,4,4,0,0,neutral or dissatisfied
93781,3794,Female,Loyal Customer,40,Business travel,Business,599,5,5,5,5,3,5,5,4,4,4,4,5,4,3,62,51,satisfied
93782,76420,Male,Loyal Customer,50,Business travel,Eco,405,1,4,4,4,1,1,1,1,3,5,4,3,3,1,45,38,neutral or dissatisfied
93783,44223,Male,Loyal Customer,45,Business travel,Business,3586,1,1,1,1,4,3,3,4,4,4,5,3,4,4,0,0,satisfied
93784,91568,Male,Loyal Customer,23,Business travel,Business,1123,1,1,3,1,5,4,5,5,4,4,5,4,5,5,0,0,satisfied
93785,57355,Female,Loyal Customer,36,Business travel,Business,2527,1,5,5,5,4,3,3,1,1,1,1,3,1,2,0,0,neutral or dissatisfied
93786,75198,Female,disloyal Customer,25,Business travel,Eco,1274,3,3,3,2,3,2,2,2,4,3,2,2,3,2,131,111,neutral or dissatisfied
93787,45176,Female,Loyal Customer,42,Personal Travel,Eco,130,1,1,0,3,5,4,4,2,2,0,2,3,2,4,0,6,neutral or dissatisfied
93788,42461,Male,Loyal Customer,28,Business travel,Eco Plus,866,5,2,2,2,5,5,5,5,3,5,5,5,4,5,0,0,satisfied
93789,28819,Male,disloyal Customer,28,Business travel,Eco,1050,4,4,4,4,5,4,5,5,2,1,3,2,2,5,0,0,satisfied
93790,35277,Female,Loyal Customer,34,Business travel,Business,944,1,1,1,1,5,1,2,5,5,5,5,4,5,3,0,5,satisfied
93791,105207,Male,Loyal Customer,11,Personal Travel,Eco,1670,3,5,3,3,2,3,4,2,3,4,4,3,4,2,6,0,neutral or dissatisfied
93792,28107,Female,Loyal Customer,46,Business travel,Eco,859,5,5,5,5,4,3,3,5,5,5,5,2,5,4,0,0,satisfied
93793,15374,Female,Loyal Customer,46,Business travel,Eco,331,4,3,3,3,2,5,2,3,3,4,3,1,3,1,58,49,satisfied
93794,55196,Female,Loyal Customer,25,Personal Travel,Eco Plus,1379,3,3,3,3,3,3,4,3,4,3,1,5,1,3,6,0,neutral or dissatisfied
93795,100060,Female,Loyal Customer,66,Personal Travel,Eco,220,2,0,0,4,5,5,4,3,3,0,3,3,3,4,7,10,neutral or dissatisfied
93796,103352,Female,Loyal Customer,60,Business travel,Business,1940,4,4,4,4,2,4,5,5,5,5,5,4,5,5,0,0,satisfied
93797,53427,Male,Loyal Customer,27,Business travel,Business,2253,2,2,2,2,2,2,2,2,2,3,5,4,5,2,0,0,satisfied
93798,16899,Female,Loyal Customer,8,Personal Travel,Eco,746,4,5,4,3,3,4,3,3,3,4,5,5,5,3,53,76,neutral or dissatisfied
93799,39758,Male,Loyal Customer,39,Business travel,Eco,546,4,5,5,5,4,4,4,4,3,2,2,4,4,4,0,0,satisfied
93800,49358,Male,Loyal Customer,66,Business travel,Eco,109,4,1,4,1,4,4,4,4,4,4,3,2,3,4,21,15,satisfied
93801,72853,Female,Loyal Customer,51,Business travel,Business,3441,1,2,2,2,3,4,4,1,1,1,1,2,1,4,17,6,neutral or dissatisfied
93802,59242,Male,Loyal Customer,49,Business travel,Business,4817,2,2,2,2,5,5,5,5,3,4,5,5,3,5,20,0,satisfied
93803,6367,Male,Loyal Customer,40,Business travel,Business,240,4,4,4,4,5,5,4,5,5,5,5,3,5,4,32,38,satisfied
93804,87309,Male,Loyal Customer,13,Personal Travel,Eco,577,3,5,3,4,4,3,4,4,5,2,4,5,4,4,32,21,neutral or dissatisfied
93805,66741,Female,Loyal Customer,9,Personal Travel,Eco,802,1,5,1,2,3,1,3,3,1,5,3,4,3,3,0,7,neutral or dissatisfied
93806,128835,Female,Loyal Customer,45,Business travel,Business,1517,2,2,2,2,4,4,4,4,3,1,2,4,3,4,0,0,satisfied
93807,34439,Female,Loyal Customer,27,Business travel,Business,2422,3,3,3,3,3,3,3,3,3,5,3,5,1,3,0,0,satisfied
93808,50602,Male,Loyal Customer,54,Personal Travel,Eco,78,1,4,0,5,5,0,5,5,3,5,5,3,5,5,0,0,neutral or dissatisfied
93809,113547,Male,Loyal Customer,40,Business travel,Business,3584,1,5,5,5,1,3,2,1,1,1,1,3,1,1,118,131,neutral or dissatisfied
93810,22979,Female,Loyal Customer,25,Business travel,Business,3026,3,3,1,3,3,3,3,3,1,1,4,3,4,3,0,0,neutral or dissatisfied
93811,80925,Male,disloyal Customer,24,Business travel,Eco,341,3,4,4,4,5,4,5,5,4,1,4,1,3,5,0,0,neutral or dissatisfied
93812,16576,Female,Loyal Customer,42,Business travel,Business,2101,4,4,4,4,3,5,5,4,4,4,4,4,4,5,28,35,satisfied
93813,112834,Female,Loyal Customer,41,Business travel,Business,1476,3,3,3,3,2,4,5,5,5,5,5,3,5,3,0,0,satisfied
93814,105225,Female,Loyal Customer,59,Business travel,Business,377,3,3,3,3,2,5,5,2,2,2,2,3,2,4,56,33,satisfied
93815,57354,Male,Loyal Customer,63,Business travel,Eco,414,4,2,5,5,4,4,4,4,3,3,3,1,3,4,0,0,neutral or dissatisfied
93816,122754,Male,Loyal Customer,63,Personal Travel,Eco,651,2,1,1,2,3,1,3,3,2,1,2,3,3,3,0,0,neutral or dissatisfied
93817,80019,Male,Loyal Customer,66,Personal Travel,Eco,944,4,5,4,3,5,4,5,5,3,4,1,5,2,5,0,0,satisfied
93818,90437,Female,Loyal Customer,39,Business travel,Eco,271,2,5,4,5,2,2,2,2,3,1,4,2,3,2,0,0,neutral or dissatisfied
93819,64302,Male,Loyal Customer,48,Business travel,Business,3161,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0,0,satisfied
93820,28229,Male,Loyal Customer,45,Business travel,Eco,1009,1,2,2,2,2,1,2,2,1,4,4,1,4,2,0,9,neutral or dissatisfied
93821,39236,Female,disloyal Customer,85,Business travel,Business,67,4,4,4,3,4,4,4,2,1,5,4,4,4,4,0,0,satisfied
93822,5967,Male,Loyal Customer,65,Business travel,Business,3304,3,4,4,4,2,3,3,4,1,4,3,3,1,3,102,140,neutral or dissatisfied
93823,31780,Female,Loyal Customer,18,Personal Travel,Eco,602,3,2,3,3,4,3,4,4,1,2,3,2,3,4,18,28,neutral or dissatisfied
93824,58593,Male,Loyal Customer,54,Business travel,Business,2083,3,5,3,3,3,5,4,5,5,5,5,3,5,4,1,0,satisfied
93825,63371,Male,Loyal Customer,34,Personal Travel,Eco,337,3,4,3,4,4,3,1,4,3,5,5,5,5,4,17,0,neutral or dissatisfied
93826,51799,Female,Loyal Customer,58,Personal Travel,Eco,369,4,4,5,4,4,2,2,3,3,5,3,1,3,5,0,0,neutral or dissatisfied
93827,117335,Male,Loyal Customer,46,Business travel,Business,296,3,3,3,3,3,5,4,4,4,4,4,3,4,3,0,0,satisfied
93828,73288,Female,Loyal Customer,37,Business travel,Business,1197,3,3,3,3,2,4,5,4,4,4,4,4,4,3,0,0,satisfied
93829,76403,Female,Loyal Customer,11,Personal Travel,Eco Plus,931,2,4,2,2,5,2,5,5,3,2,4,5,4,5,2,3,neutral or dissatisfied
93830,88209,Male,disloyal Customer,37,Business travel,Business,404,5,5,5,1,1,5,1,1,4,5,4,5,5,1,0,0,satisfied
93831,117014,Female,Loyal Customer,58,Business travel,Eco,304,3,5,5,5,5,3,4,3,3,3,3,1,3,1,0,0,neutral or dissatisfied
93832,31714,Male,Loyal Customer,43,Personal Travel,Eco,916,3,5,4,1,3,4,2,3,3,1,4,2,1,3,5,1,neutral or dissatisfied
93833,13608,Female,disloyal Customer,33,Business travel,Eco Plus,152,3,3,3,3,3,3,3,3,2,1,3,4,3,3,98,84,neutral or dissatisfied
93834,69757,Male,Loyal Customer,11,Personal Travel,Eco,1085,3,3,3,4,4,3,3,4,1,3,3,1,3,4,0,0,neutral or dissatisfied
93835,16537,Male,Loyal Customer,25,Business travel,Business,1134,4,4,4,4,4,4,4,4,5,2,4,5,5,4,0,0,satisfied
93836,84882,Male,Loyal Customer,11,Personal Travel,Eco,547,1,5,1,5,2,1,2,2,3,4,5,2,4,2,0,0,neutral or dissatisfied
93837,110707,Male,Loyal Customer,12,Personal Travel,Eco Plus,837,2,4,3,4,2,3,3,2,4,3,5,4,4,2,13,15,neutral or dissatisfied
93838,11104,Female,Loyal Customer,28,Personal Travel,Eco,163,4,5,4,5,1,4,1,1,5,2,5,3,4,1,0,0,satisfied
93839,61183,Male,disloyal Customer,37,Business travel,Eco,967,2,2,2,2,2,2,2,2,1,2,3,4,2,2,0,0,neutral or dissatisfied
93840,119343,Female,Loyal Customer,38,Personal Travel,Eco,214,1,4,1,3,5,1,5,5,1,2,4,4,4,5,0,2,neutral or dissatisfied
93841,44935,Male,Loyal Customer,42,Business travel,Business,397,4,4,4,4,5,4,2,4,4,4,4,2,4,1,0,0,satisfied
93842,11730,Female,disloyal Customer,38,Business travel,Eco,395,2,4,1,3,2,1,2,2,1,5,4,4,3,2,0,0,neutral or dissatisfied
93843,114967,Female,Loyal Customer,59,Business travel,Business,337,0,0,0,4,5,5,4,5,5,4,4,4,5,5,0,0,satisfied
93844,25540,Female,Loyal Customer,43,Personal Travel,Eco,516,1,4,1,1,2,2,1,4,4,1,4,1,4,3,5,0,neutral or dissatisfied
93845,17625,Female,Loyal Customer,18,Personal Travel,Eco,622,2,4,3,4,4,3,2,4,5,3,5,5,5,4,0,0,neutral or dissatisfied
93846,84907,Male,Loyal Customer,34,Personal Travel,Eco,481,2,4,2,4,1,2,1,1,3,3,3,2,4,1,0,0,neutral or dissatisfied
93847,34487,Male,Loyal Customer,23,Business travel,Business,1990,5,5,5,5,5,5,5,5,3,3,5,4,2,5,4,0,satisfied
93848,88671,Male,Loyal Customer,22,Personal Travel,Eco,271,4,0,4,4,5,4,5,5,3,1,5,5,2,5,17,14,neutral or dissatisfied
93849,129458,Male,Loyal Customer,56,Business travel,Business,2764,3,3,3,3,5,4,5,4,4,4,4,3,4,5,0,0,satisfied
93850,11194,Female,Loyal Customer,15,Personal Travel,Eco,429,2,3,2,3,4,2,5,4,1,2,3,3,3,4,34,27,neutral or dissatisfied
93851,114202,Female,disloyal Customer,25,Business travel,Eco,948,3,3,3,4,5,3,5,5,1,5,3,4,3,5,5,2,neutral or dissatisfied
93852,48321,Male,Loyal Customer,69,Personal Travel,Eco,1203,3,1,3,3,2,3,2,2,2,5,4,3,4,2,11,9,neutral or dissatisfied
93853,15599,Female,disloyal Customer,24,Business travel,Eco,229,4,2,5,3,4,5,4,4,3,5,3,3,3,4,0,0,neutral or dissatisfied
93854,68396,Female,Loyal Customer,54,Business travel,Business,3323,1,1,1,1,4,5,4,5,5,4,5,4,5,5,16,6,satisfied
93855,5876,Female,Loyal Customer,55,Business travel,Business,173,2,2,2,2,4,5,4,4,4,4,5,3,4,4,0,0,satisfied
93856,8289,Male,Loyal Customer,66,Personal Travel,Eco,294,2,5,2,1,5,2,5,5,3,5,4,4,4,5,0,0,neutral or dissatisfied
93857,2662,Male,disloyal Customer,29,Business travel,Eco,622,4,4,4,3,5,4,5,5,4,5,3,2,3,5,0,0,neutral or dissatisfied
93858,66156,Male,Loyal Customer,60,Business travel,Business,3440,2,2,2,2,4,4,4,4,4,4,4,3,4,4,69,66,satisfied
93859,92539,Male,Loyal Customer,14,Personal Travel,Eco,1947,1,5,1,1,5,1,5,5,4,2,3,5,5,5,4,0,neutral or dissatisfied
93860,113115,Female,Loyal Customer,66,Personal Travel,Eco,569,2,4,2,2,3,3,3,3,3,2,3,5,3,3,0,0,neutral or dissatisfied
93861,60192,Female,Loyal Customer,20,Personal Travel,Eco Plus,1197,4,5,4,2,4,4,4,4,4,3,4,3,4,4,0,0,neutral or dissatisfied
93862,79477,Female,disloyal Customer,23,Business travel,Eco,762,1,2,2,3,4,2,4,4,4,4,4,3,4,4,3,0,neutral or dissatisfied
93863,71854,Male,Loyal Customer,45,Business travel,Business,3189,2,2,2,2,2,2,2,1,4,4,4,2,4,2,217,206,neutral or dissatisfied
93864,53050,Male,Loyal Customer,31,Personal Travel,Eco,1208,3,1,3,3,5,3,5,5,3,1,3,4,4,5,0,7,neutral or dissatisfied
93865,87364,Female,Loyal Customer,18,Business travel,Eco,425,2,5,5,5,2,2,2,2,4,5,3,4,4,2,66,65,neutral or dissatisfied
93866,79340,Female,Loyal Customer,32,Business travel,Business,2468,3,3,3,3,3,3,3,3,3,4,3,2,2,3,0,0,neutral or dissatisfied
93867,44019,Male,Loyal Customer,21,Personal Travel,Eco Plus,397,2,5,2,3,2,4,4,5,3,5,4,4,5,4,168,163,neutral or dissatisfied
93868,117600,Female,Loyal Customer,63,Business travel,Eco,347,2,5,5,5,2,3,3,2,1,4,3,3,2,3,243,238,neutral or dissatisfied
93869,101432,Female,Loyal Customer,30,Business travel,Business,345,1,4,1,4,1,1,1,1,1,5,4,1,3,1,13,9,neutral or dissatisfied
93870,56567,Female,Loyal Customer,45,Business travel,Business,1023,3,3,3,3,3,5,5,5,5,5,5,5,5,5,0,0,satisfied
93871,96193,Male,disloyal Customer,70,Business travel,Eco,666,3,1,3,4,4,3,4,4,3,5,4,2,3,4,0,0,neutral or dissatisfied
93872,43953,Male,Loyal Customer,49,Business travel,Business,3377,1,5,5,5,2,3,3,1,1,1,1,3,1,1,0,0,neutral or dissatisfied
93873,56223,Female,Loyal Customer,38,Business travel,Eco,1608,2,4,2,2,2,2,2,4,5,3,3,2,3,2,138,132,neutral or dissatisfied
93874,97417,Female,disloyal Customer,24,Business travel,Eco,587,2,1,2,2,2,2,3,2,4,1,2,3,3,2,23,,neutral or dissatisfied
93875,34304,Female,Loyal Customer,43,Personal Travel,Eco,280,1,4,1,3,4,4,4,1,1,1,1,5,1,5,0,0,neutral or dissatisfied
93876,101549,Female,Loyal Customer,11,Personal Travel,Eco,345,2,5,2,1,2,2,4,2,3,5,5,4,4,2,0,0,neutral or dissatisfied
93877,76196,Male,disloyal Customer,33,Business travel,Eco,752,2,2,2,3,5,2,5,5,1,5,4,4,4,5,0,0,neutral or dissatisfied
93878,120923,Female,Loyal Customer,44,Business travel,Business,1983,4,4,4,4,3,4,4,5,5,5,5,5,5,3,49,66,satisfied
93879,78551,Female,disloyal Customer,36,Business travel,Business,666,2,2,2,4,3,2,3,3,5,2,5,3,5,3,0,0,neutral or dissatisfied
93880,97914,Male,disloyal Customer,24,Business travel,Eco,616,4,0,4,4,4,4,4,4,4,3,4,3,4,4,0,0,neutral or dissatisfied
93881,106189,Male,Loyal Customer,45,Personal Travel,Eco,302,2,4,2,1,3,2,2,3,4,3,5,4,4,3,14,25,neutral or dissatisfied
93882,123475,Male,Loyal Customer,44,Business travel,Business,2296,5,5,1,5,2,4,4,4,4,4,4,4,4,4,0,0,satisfied
93883,60058,Female,Loyal Customer,47,Personal Travel,Eco Plus,997,2,5,2,3,4,5,4,3,3,2,3,3,3,4,0,0,neutral or dissatisfied
93884,23447,Female,disloyal Customer,38,Business travel,Eco,516,2,0,2,5,2,5,5,5,5,4,2,5,2,5,101,175,neutral or dissatisfied
93885,17513,Female,Loyal Customer,46,Business travel,Business,352,3,3,3,3,4,5,1,5,5,5,5,4,5,2,0,0,satisfied
93886,77112,Male,Loyal Customer,32,Business travel,Business,1481,2,2,2,2,2,2,2,2,2,4,1,4,1,2,0,18,neutral or dissatisfied
93887,77168,Female,Loyal Customer,51,Business travel,Business,1355,5,5,5,5,3,5,5,4,4,4,4,4,4,4,0,0,satisfied
93888,81614,Female,Loyal Customer,37,Personal Travel,Eco,334,1,4,1,1,5,1,5,5,5,3,4,5,5,5,0,0,neutral or dissatisfied
93889,47739,Female,Loyal Customer,52,Personal Travel,Business,817,1,1,2,4,1,4,4,4,4,2,2,4,4,2,0,0,neutral or dissatisfied
93890,80928,Male,Loyal Customer,40,Business travel,Business,3082,0,0,0,4,2,3,3,1,1,1,1,4,1,2,3,14,satisfied
93891,25889,Male,Loyal Customer,26,Business travel,Business,3078,2,1,1,1,2,2,2,2,1,4,3,3,3,2,0,12,neutral or dissatisfied
93892,5207,Female,Loyal Customer,62,Business travel,Business,2114,1,1,1,1,2,5,5,5,5,5,5,5,5,3,0,0,satisfied
93893,75639,Female,Loyal Customer,57,Business travel,Business,304,3,3,3,3,3,1,1,3,3,3,3,2,3,4,74,77,neutral or dissatisfied
93894,38086,Female,Loyal Customer,52,Business travel,Eco,1197,5,2,2,2,5,3,2,5,5,5,5,4,5,5,63,57,satisfied
93895,106102,Female,Loyal Customer,52,Business travel,Business,2599,1,1,5,1,5,4,5,4,4,4,4,4,4,4,6,14,satisfied
93896,20077,Female,Loyal Customer,30,Personal Travel,Eco,738,3,4,3,2,1,3,1,1,3,5,5,5,5,1,0,0,neutral or dissatisfied
93897,86805,Male,disloyal Customer,22,Business travel,Business,484,5,0,5,1,3,5,3,3,5,5,5,3,4,3,7,1,satisfied
93898,14754,Male,Loyal Customer,41,Business travel,Eco,463,1,1,1,1,1,1,1,1,1,4,4,1,4,1,0,0,neutral or dissatisfied
93899,16516,Male,Loyal Customer,56,Personal Travel,Eco Plus,246,1,1,1,4,3,1,5,3,3,2,3,3,4,3,5,9,neutral or dissatisfied
93900,76042,Female,Loyal Customer,51,Business travel,Business,1835,4,4,4,4,4,5,5,4,4,4,4,5,4,4,0,3,satisfied
93901,65620,Male,Loyal Customer,41,Personal Travel,Eco,237,2,1,2,3,5,2,2,5,3,3,2,4,2,5,13,4,neutral or dissatisfied
93902,56699,Female,Loyal Customer,62,Personal Travel,Eco,937,2,4,1,2,2,5,4,5,5,1,5,4,5,5,0,11,neutral or dissatisfied
93903,123592,Male,Loyal Customer,60,Personal Travel,Eco,1773,3,4,3,3,1,3,1,1,3,2,3,2,5,1,0,0,neutral or dissatisfied
93904,82024,Female,Loyal Customer,30,Personal Travel,Eco,1535,2,5,2,2,1,2,1,1,5,5,4,4,5,1,11,0,neutral or dissatisfied
93905,30218,Male,Loyal Customer,55,Personal Travel,Eco Plus,571,3,5,3,3,2,3,2,2,4,4,4,4,5,2,0,0,neutral or dissatisfied
93906,23053,Male,disloyal Customer,28,Business travel,Eco,820,2,2,2,4,5,2,2,5,3,2,2,3,2,5,26,14,neutral or dissatisfied
93907,97832,Male,Loyal Customer,33,Business travel,Business,395,1,1,2,1,3,4,3,3,1,5,5,5,1,3,5,0,satisfied
93908,42154,Male,Loyal Customer,28,Personal Travel,Business,838,3,2,3,2,5,3,2,5,3,1,2,3,1,5,0,0,neutral or dissatisfied
93909,56103,Male,disloyal Customer,16,Business travel,Eco,787,1,1,1,3,1,1,1,4,4,2,2,1,3,1,32,32,neutral or dissatisfied
93910,119951,Female,Loyal Customer,23,Business travel,Business,2793,3,2,2,2,3,3,3,3,4,1,3,1,4,3,0,0,neutral or dissatisfied
93911,103234,Male,Loyal Customer,33,Business travel,Business,1863,1,1,1,1,5,5,5,5,3,5,5,5,5,5,4,0,satisfied
93912,96329,Female,disloyal Customer,33,Business travel,Business,359,3,3,3,1,4,3,4,4,4,4,5,4,4,4,0,0,neutral or dissatisfied
93913,33241,Male,disloyal Customer,25,Business travel,Eco Plus,101,1,1,1,3,2,1,2,2,2,5,3,2,4,2,7,7,neutral or dissatisfied
93914,44134,Male,Loyal Customer,40,Business travel,Business,98,1,1,1,1,5,2,5,5,5,5,4,1,5,5,0,0,satisfied
93915,85001,Male,disloyal Customer,34,Business travel,Eco,998,3,3,3,3,3,5,5,3,4,1,3,5,4,5,173,171,neutral or dissatisfied
93916,74509,Male,Loyal Customer,56,Business travel,Business,1171,2,2,2,2,5,5,5,4,4,5,4,3,4,4,5,0,satisfied
93917,38038,Female,Loyal Customer,42,Business travel,Business,1185,3,3,3,3,3,3,5,4,4,4,4,1,4,4,0,0,satisfied
93918,100846,Female,Loyal Customer,7,Personal Travel,Eco,711,2,3,2,3,2,2,2,2,1,5,5,3,4,2,80,66,neutral or dissatisfied
93919,112031,Female,Loyal Customer,52,Business travel,Business,680,5,5,5,5,3,4,4,4,4,4,4,4,4,4,18,2,satisfied
93920,16707,Female,Loyal Customer,28,Business travel,Business,284,3,5,5,5,3,3,3,3,3,5,4,3,4,3,35,36,neutral or dissatisfied
93921,2433,Male,Loyal Customer,36,Personal Travel,Eco,604,2,3,2,3,3,2,3,3,4,3,3,1,4,3,38,26,neutral or dissatisfied
93922,29572,Female,Loyal Customer,22,Business travel,Business,1533,3,3,3,3,4,4,4,4,3,5,5,5,3,4,0,0,satisfied
93923,59678,Female,Loyal Customer,47,Personal Travel,Eco,787,3,5,3,4,2,3,5,2,2,3,2,5,2,5,8,0,neutral or dissatisfied
93924,14992,Male,Loyal Customer,31,Personal Travel,Eco,476,3,5,3,5,4,3,4,4,2,4,3,1,2,4,0,0,neutral or dissatisfied
93925,25949,Male,Loyal Customer,24,Business travel,Business,946,3,3,3,3,4,4,4,4,5,3,5,5,5,4,38,26,satisfied
93926,119609,Female,Loyal Customer,40,Personal Travel,Eco,1979,4,5,4,3,4,4,4,4,2,4,1,2,5,4,0,3,neutral or dissatisfied
93927,1172,Male,Loyal Customer,58,Personal Travel,Eco,282,2,5,2,3,4,2,2,4,4,5,4,4,4,4,0,0,neutral or dissatisfied
93928,106938,Female,Loyal Customer,47,Personal Travel,Business,937,2,4,2,2,3,2,5,3,3,2,3,4,3,3,32,19,neutral or dissatisfied
93929,101931,Male,Loyal Customer,48,Business travel,Business,3939,3,2,2,2,2,4,4,3,3,3,3,3,3,4,8,0,neutral or dissatisfied
93930,20349,Female,Loyal Customer,22,Business travel,Eco,287,5,1,1,1,5,5,4,5,3,2,1,1,5,5,0,0,satisfied
93931,38269,Male,Loyal Customer,40,Business travel,Business,2361,3,1,2,2,4,3,4,3,3,3,3,2,3,3,6,4,neutral or dissatisfied
93932,97785,Female,disloyal Customer,25,Business travel,Business,471,4,0,4,2,4,4,4,4,5,5,4,3,4,4,1,0,neutral or dissatisfied
93933,128266,Female,Loyal Customer,54,Business travel,Business,3305,2,2,2,2,2,2,3,2,2,3,2,1,2,4,0,0,neutral or dissatisfied
93934,115019,Male,Loyal Customer,47,Business travel,Business,3369,3,3,3,3,2,5,5,4,4,4,4,3,4,3,12,5,satisfied
93935,51600,Male,Loyal Customer,32,Business travel,Business,2811,2,2,2,2,5,5,5,5,3,4,2,2,1,5,0,0,satisfied
93936,21428,Female,Loyal Customer,32,Business travel,Eco,164,0,0,0,3,1,0,1,1,4,2,5,1,5,1,0,0,satisfied
93937,41773,Male,Loyal Customer,57,Personal Travel,Eco,872,2,1,2,4,2,2,2,2,3,4,3,4,3,2,0,0,neutral or dissatisfied
93938,18187,Female,disloyal Customer,33,Business travel,Eco,346,4,4,4,2,4,1,1,3,1,3,4,1,5,1,204,188,neutral or dissatisfied
93939,72983,Female,Loyal Customer,52,Business travel,Business,2607,4,4,4,4,4,5,4,4,4,4,4,3,4,3,0,0,satisfied
93940,54839,Female,Loyal Customer,49,Business travel,Business,1803,3,3,3,3,3,4,5,4,4,4,4,4,4,4,0,8,satisfied
93941,73591,Female,Loyal Customer,57,Business travel,Business,3876,1,1,1,1,4,5,4,5,5,5,4,5,5,4,0,1,satisfied
93942,10580,Female,Loyal Customer,40,Business travel,Business,2686,2,2,4,2,3,5,4,4,4,4,4,3,4,5,0,0,satisfied
93943,116948,Female,Loyal Customer,57,Business travel,Business,2913,1,1,1,1,2,5,4,4,4,4,4,3,4,3,57,56,satisfied
93944,84463,Female,Loyal Customer,56,Personal Travel,Eco,290,3,4,3,1,3,5,5,2,2,3,2,4,2,3,0,0,neutral or dissatisfied
93945,99028,Male,Loyal Customer,26,Business travel,Business,1009,1,1,1,1,5,5,5,5,4,5,5,3,5,5,24,13,satisfied
